,logS,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,NumRadicalElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,MaxEStateIndex,MinEStateIndex,MaxAbsEStateIndex,MinAbsEStateIndex,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,TPSA,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,RingCount,MolLogP,MolMR,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzene,fr_benzodiazepine,fr_bicyclic,fr_diazo,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isocyan,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_prisulfonamd,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea
Cc1nc2ccccc2[nH]1,-1.96,132.16599999999997,124.10199999999998,132.068748256,50,0,0.10358133133470335,-0.34221440088180566,0.34221440088180566,0.10358133133470335,4.257592592592593,0.9733333333333336,4.257592592592593,0.9733333333333336,2.876510166944625,315.7850778806647,6.974691494688164,5.756614672258461,5.756614672258461,4.860173345306137,3.274563864689584,3.274563864689584,2.3393626539338315,2.3393626539338315,1.5077773422202683,1.5077773422202683,1.0803592337442374,1.0803592337442374,-1.31,340.8014883445473,5.472993116860019,1.8364185841024325,0.6921416512828015,58.906818167589584,4.9839785209472085,5.824404497999927,0.0,0.0,0.0,0.0,0.0,4.9839785209472085,0.0,0.0,12.13273413692322,19.056471336613843,0.0,11.033401435232523,0.0,11.033401435232523,0.0,9.967957041894417,0.0,6.923737199690624,0.0,30.089872771846366,0.0,0.0,0.0,0.0,0.0,0.0,9.967957041894417,0.0,6.923737199690624,5.824404497999927,24.26546827384644,0.0,11.033401435232523,0.0,28.68,0.0,0.0,0.0,0.0,0.0,16.85780593323245,0.0,0.0,31.18920547353706,9.967957041894417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.5,0.125,10,1,2,0,0,0,1,1,2,1,1,2,0,0,0,0,2,1.8713199999999999,40.830700000000014,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COc1ccccc1O,-1.96,124.13899999999997,116.07499999999997,124.052429496,48,0,0.159973721120165,-0.5042548357902157,0.5042548357902157,0.159973721120165,8.98550925925926,0.1805555555555558,8.98550925925926,0.1805555555555558,3.0065240073265844,195.86256853719752,6.69023444431199,5.164862962722324,5.164862962722324,4.342535255101096,2.6633295026354,2.6633295026354,1.6718488391821222,1.6718488391821222,1.0851702186431136,1.0851702186431136,0.6297770429967046,0.6297770429967046,-1.1800000000000002,130.65102508867633,5.947877237851663,2.3955617406597787,1.1340794947334671,53.704124215596465,9.843390348640755,0.0,11.49902366656781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.13273413692322,12.13273413692322,0.0,7.109797541277533,9.843390348640755,0.0,0.0,0.0,0.0,0.0,7.109797541277533,24.26546827384644,0.0,11.49902366656781,4.736862953800049,0.0,11.49902366656781,0.0,12.216324936118239,0.0,0.0,0.0,24.26546827384644,0.0,0.0,0.0,29.46,0.0,0.0,0.0,5.749511833283905,5.749511833283905,0.0,7.109797541277533,24.26546827384644,0.0,0.0,9.843390348640755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.833333333333332,0.14285714285714285,9,1,2,0,0,0,1,0,1,2,1,2,1,0,0,0,1,1.4008,34.6588,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ClC=C(Cl)Cl,-1.96,131.389,130.381,129.914383072,30,0,0.1176031867403948,-0.0903590844896965,0.1176031867403948,0.0903590844896965,4.9567901234567895,0.08950617283950657,4.9567901234567895,0.08950617283950657,3.1431973062780685,42.854752972273346,4.284457050376173,2.2112436882173077,4.479030526272671,2.270055610029662,0.8848574978400325,2.077222224330472,0.39875540678256,1.6248376489191085,0.08247860988423225,0.7423074889580903,0.0,0.0,0.6099999999999999,9.65148445440323,5.609999999999999,2.826919739696312,4.6099999999999985,45.324388790686925,0.0,4.491468174157927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.802819670697545,0.0,5.535201928878213,0.0,0.0,34.802819670697545,0.0,0.0,0.0,0.0,0.0,10.02667010303614,0.0,0.0,0.0,0.0,0.0,34.802819670697545,0.0,0.0,0.0,0.0,10.02667010303614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.491468174157927,0.0,5.535201928878213,0.0,0.0,0.0,0.0,34.802819670697545,0.0,14.824074074074073,0.0,0.0,0.0,0.0,0.0,0.0,0.08950617283950657,1.08641975308642,0.0,5,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2.5017000000000005,25.642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fc1ccc(F)cc1,-1.97,114.094,110.06199999999998,114.028106568,42,0,0.12291479774159281,-0.20700888312331595,0.20700888312331595,0.12291479774159281,11.92,-0.41074074074074063,11.92,0.4107407407407402,3.0324555320336755,145.38833891467198,5.983127663125442,4.0653300227769575,4.0653300227769575,3.7876937002347035,2.1993316780551457,2.1993316780551457,1.4364357804719852,1.4364357804719852,0.8035431614659022,0.8035431614659022,0.42954935851072895,0.42954935851072895,-0.9200000000000002,70.79892376087899,5.2212429378531064,1.903089910535815,1.025681072793961,45.76247392534943,0.0,11.63444168209179,0.0,0.0,0.0,0.0,0.0,8.78083009534964,0.0,0.0,0.0,24.26546827384644,0.0,0.0,8.78083009534964,0.0,0.0,0.0,0.0,0.0,0.0,35.89990995593823,0.0,0.0,0.0,8.78083009534964,0.0,0.0,0.0,0.0,11.63444168209179,0.0,24.26546827384644,0.0,0.0,0.0,0.0,11.63444168209179,8.78083009534964,0.0,0.0,0.0,24.26546827384644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.84,3.493333333333334,0.0,8,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,1,1.9647999999999999,26.357999999999997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C=CC(C)(O)CCC=C(C)C,-1.99,154.253,136.10899999999998,154.135765196,64,0,0.07995432750166309,-0.38609150256085306,0.38609150256085306,0.07995432750166309,9.488774565381709,-0.7024305555555557,9.488774565381709,0.7024305555555557,3.705911539178391,150.25571236699292,8.905777393935816,7.723234477438853,7.723234477438853,4.97716239121621,3.9710070384606047,3.9710070384606047,3.381446490300299,3.381446490300299,1.6428131966779373,1.6428131966779373,0.7551266139270119,0.7551266139270119,-0.56,169.85318124863062,10.44,4.345263593221741,5.863728813559322,69.43875774522651,5.106527394840706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.578935683598497,17.72514474373703,33.61285484492389,0.0,5.601050810983688,5.106527394840706,0.0,0.0,0.0,0.0,39.21390565590758,0.0,24.304080427335528,0.0,0.0,0.0,0.0,0.0,0.0,10.707578205824394,0.0,0.0,33.61285484492389,24.304080427335528,0.0,0.0,0.0,20.23,5.601050810983688,5.106527394840706,0.0,0.0,0.0,12.841643245852019,5.573104530069267,12.999757306524504,0.0,26.502430189813627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.916666666666664,0.6,11,1,1,0,0,0,0,0,0,1,1,1,4,0,0,0,0,2.6698000000000013,49.485800000000026,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N=C(N)NS(=O)(=O)c1ccc(N)cc1,-1.99,214.25000000000003,204.17,214.05244656,76,0,0.263640530520305,-0.39872771712743993,0.39872771712743993,0.263640530520305,11.381131897203325,-3.731388888888889,11.381131897203325,0.015648148148148744,3.047486126365013,437.2625285893112,10.767584713501616,7.1888464865293455,8.005343067457071,6.4155207850762785,3.6402990980327417,5.123462345627134,2.588209588632904,4.270611830042419,1.434721890320059,2.816131799247589,0.8506631752064352,1.7524170342074563,-1.7599999999999998,944.9864166152834,10.32169934640523,3.5425546321945207,2.361749127986134,81.47211570320691,11.46733495432437,0.0,5.959554568743835,0.0,10.023291153407584,0.0,5.409283605791522,13.139891848781026,0.0,0.0,0.0,24.26546827384644,5.687386274683562,4.895483475517775,8.417796984328938,21.670231996834982,5.409283605791522,4.722094864452088,5.733667477162185,4.895483475517775,5.733667477162185,24.26546827384644,0.0,0.0,16.189429818776457,5.687386274683562,0.0,0.0,14.377351553072772,10.023291153407584,5.409283605791522,0.0,29.160951749364212,0.0,0.0,0.0,122.06,15.982845722151419,8.417796984328938,0.0,4.895483475517775,5.687386274683562,0.0,24.26546827384644,0.0,4.722094864452088,0.0,16.876618560115894,0.0,-3.731388888888889,0.0,0.0,0.0,0.0,0.0,0.0,22.76226379440665,24.385791761148905,0.0,14,6,6,0,0,0,1,0,1,4,4,7,2,0,0,0,1,-0.5594300000000008,53.09,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
CC12CCC(CC1=O)C2(C)C,-1.99,152.237,136.10899999999998,152.120115132,62,0,0.13909874627049695,-0.2990642887496957,0.2990642887496957,0.13909874627049695,11.573125000000001,0.0254629629629628,11.573125000000001,0.0254629629629628,2.4741517243797513,216.91266689075218,8.276020881938894,7.606918903213131,7.606918903213131,4.982998800364115,4.516402641941018,4.516402641941018,4.9166936577690095,4.9166936577690095,4.48276380152203,4.48276380152203,2.9014656470740956,2.9014656470740956,-0.33,358.4046217430992,7.326147454014241,1.701311022684903,0.6047691790209927,68.17358985038432,0.0,5.783244946364939,0.0,0.0,0.0,0.0,4.794537184071822,0.0,0.0,0.0,20.771211599071872,24.17453976141019,11.83581209232279,0.0,4.794537184071822,5.783244946364939,0.0,0.0,16.747886984954953,40.0336764678499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.783244946364939,4.794537184071822,16.747886984954953,40.0336764678499,0.0,0.0,0.0,0.0,17.07,0.0,4.794537184071822,0.0,10.82998093879356,11.701150992526333,12.841643245852019,6.4208216229260096,0.0,0.0,20.771211599071872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.9,11,0,1,2,0,2,0,0,0,1,0,1,0,2,0,2,2,2.401700000000001,44.23600000000002,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCCCCC(=O)OC,-2.0,130.18699999999998,116.07499999999997,130.099379688,54,0,0.30500183741330067,-0.4689954278244128,0.4689954278244128,0.30500183741330067,10.464401927437642,-0.0940277777777776,10.464401927437642,0.0940277777777776,2.9730624080867365,78.98533616859814,7.112884175122364,6.144923705673916,6.144923705673916,4.308060412490447,3.3771567527075472,3.3771567527075472,2.033239394346625,2.033239394346625,1.2121251317525819,1.2121251317525819,0.6213996399133721,0.6213996399133721,-0.53,94.26737928973323,8.470000000000002,5.603868808567606,5.339329135302875,56.203971043759836,4.736862953800049,0.0,0.0,0.0,0.0,5.969305287951849,4.794537184071822,0.0,0.0,0.0,19.765380445542643,6.4208216229260096,6.4208216229260096,7.109797541277533,9.53140013787187,5.969305287951849,0.0,0.0,0.0,32.60702369139466,7.109797541277533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.079102829229383,9.53140013787187,0.0,32.60702369139466,0.0,0.0,0.0,0.0,26.3,0.0,4.794537184071822,0.0,5.969305287951849,6.4208216229260096,19.26246486877803,7.109797541277533,0.0,0.0,11.660600153490673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.166666666666668,0.8571428571428571,9,0,2,0,0,0,0,0,0,2,0,2,4,0,0,0,0,1.7397,36.157999999999994,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
CC(C)CCl,-2.0,92.56899999999999,83.497,92.039277968,32,0,0.024600367701985013,-0.12643686379709015,0.12643686379709015,0.024600367701985013,5.336419753086419,0.6496913580246912,5.336419753086419,0.6496913580246912,2.5395388613593908,17.609640474436812,4.284457050376173,3.6624215233854005,4.418350469403855,2.270055610029662,1.8302100707555389,2.364732554580388,1.5481502000794438,1.8567569000036275,0.30860669992418377,0.9258200997725515,0.0,0.0,0.29,9.65148445440323,5.29,2.5231002331002332,4.289999999999999,38.13734359790105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.600939890232516,13.847474399381248,5.917906046161393,5.880003444970339,0.0,0.0,11.600939890232516,0.0,0.0,5.917906046161393,13.847474399381248,5.880003444970339,0.0,0.0,0.0,0.0,0.0,0.0,11.600939890232516,5.880003444970339,0.0,5.917906046161393,13.847474399381248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.917906046161393,5.880003444970339,0.0,0.0,0.0,13.847474399381248,11.600939890232516,0.0,5.336419753086419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6080246913580245,1.0,5,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1.8812,25.55799999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fc1cccc(F)c1,-2.0,114.09399999999998,110.06199999999998,114.028106568,42,0,0.1256217310929604,-0.2068998118897868,0.2068998118897868,0.1256217310929604,11.9275,-0.5370370370370374,11.9275,0.5370370370370374,3.077660437970554,166.38833891467198,5.983127663125442,4.0653300227769575,4.0653300227769575,3.7876937002347035,2.1993316780551457,2.1993316780551457,1.4398901041659335,1.4398901041659335,0.7866639489141559,0.7866639489141559,0.4599142288922466,0.4599142288922466,-0.92,64.0524865010122,5.2212429378531064,1.903089910535815,1.025681072793961,45.76247392534943,0.0,11.63444168209179,0.0,0.0,0.0,0.0,0.0,8.78083009534964,0.0,0.0,6.06636706846161,12.13273413692322,6.06636706846161,0.0,8.78083009534964,0.0,0.0,0.0,0.0,0.0,0.0,35.89990995593823,0.0,0.0,0.0,8.78083009534964,0.0,0.0,0.0,0.0,11.63444168209179,0.0,24.26546827384644,0.0,0.0,0.0,0.0,11.63444168209179,8.78083009534964,0.0,0.0,0.0,6.06636706846161,18.19910120538483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.854999999999997,3.478333333333333,0.0,8,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,1,1.9647999999999999,26.357999999999997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C=CC(=C)C,-2.03,68.119,60.05499999999999,68.062600256,28,0,-0.040383549426410544,-0.09882310718358248,0.09882310718358248,0.040383549426410544,3.5555555555555554,1.0185185185185186,3.5555555555555554,1.0185185185185186,3.2048054178864356,51.058650025961626,4.284457050376173,3.4915638315627207,3.4915638315627207,2.270055610029662,1.5504768156519497,1.5504768156519497,1.0504768156519497,1.0504768156519497,0.34846171252933794,0.34846171252933794,0.0,0.0,-0.52,9.65148445440323,4.480000000000002,1.7673563218390813,3.4800000000000026,32.81981342104747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.806996004100142,6.923737199690624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.923737199690624,0.0,24.806996004100142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.923737199690624,24.806996004100142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.573104530069267,0.0,6.076020106833881,6.923737199690624,13.157871367196995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.666666666666668,0.2,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.7485,25.01099999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COc1cc(C(=O)O)ccc1O,-2.05,168.148,160.08399999999997,168.042258736,64,0,0.3353226528876391,-0.5042542960594021,0.5042542960594021,0.3353226528876391,10.443189720332578,-1.0478703703703702,10.443189720332578,0.06712962962962932,3.134300249949543,305.92621196610224,9.137828201504695,6.4429745794965205,6.4429745794965205,5.647065707741406,3.2517440481402695,3.2517440481402695,2.1917805926897413,2.1917805926897413,1.4266730550573783,1.4266730550573783,0.8106562618465745,0.8106562618465745,-1.71,482.83628073406857,8.38718172983479,3.126513566573834,1.47373568837786,69.02482218223285,14.94991774348146,0.0,11.49902366656781,0.0,0.0,5.969305287951849,0.0,4.794537184071822,0.0,0.0,0.0,18.19910120538483,0.0,12.673249032974528,19.74445492755328,5.969305287951849,0.0,0.0,0.0,0.0,7.109797541277533,23.762552697081826,0.0,11.49902366656781,4.736862953800049,0.0,11.49902366656781,0.0,23.292157618910792,0.0,0.0,10.357988675768818,18.19910120538483,0.0,0.0,0.0,66.75999999999999,5.969305287951849,4.794537184071822,0.0,17.062475158264807,0.0,0.0,25.30889874666236,0.0,0.0,0.0,14.94991774348146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.166666666666664,0.125,12,2,4,0,0,0,1,0,1,3,2,4,2,0,0,0,1,1.099,41.61810000000001,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CC(C)=CCCC(C)=CC=O,-2.06,152.237,136.10899999999998,152.120115132,62,0,0.1422808517749483,-0.2985656613427288,0.2985656613427288,0.1422808517749483,10.020497606449988,0.8450897581254724,10.020497606449988,0.8450897581254724,3.6257596603687854,171.3117986128446,8.69023444431199,7.554512660405836,7.554512660405836,5.163902460147014,3.908187543975612,3.908187543975612,2.9692516495910093,2.9692516495910093,1.443820170964484,1.443820170964484,0.7880020563840352,0.7880020563840352,-0.8500000000000001,203.69506175903632,10.15,5.899350869955592,7.042355752945163,68.80604609307427,0.0,6.286160523129555,0.0,0.0,0.0,0.0,4.794537184071822,0.0,0.0,0.0,17.22222916697242,39.68887495175777,0.0,0.0,4.794537184071822,6.286160523129555,0.0,0.0,0.0,33.61285484492389,0.0,23.2982492738063,0.0,0.0,0.0,0.0,0.0,0.0,6.286160523129555,4.794537184071822,0.0,33.61285484492389,23.2982492738063,0.0,0.0,0.0,17.07,0.0,4.794537184071822,0.0,0.0,0.0,24.70090829905084,5.573104530069267,6.076020106833881,6.923737199690624,19.92349450621513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.333333333333336,0.5,11,0,1,0,0,0,0,0,0,1,0,1,4,0,0,0,0,2.878000000000001,48.48600000000003,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C=CCC1(CC=C)C(=O)NC(=O)NC1=O,-2.06,208.21699999999996,196.12099999999995,208.084792244,80,0,0.32763250008634864,-0.2768021552910993,0.32763250008634864,0.2768021552910993,11.62861111111111,-1.2803472222222223,11.62861111111111,0.17060185185185173,3.071206701785853,314.5766636881138,11.474691494688164,8.207872534517032,8.207872534517032,7.063714582173599,4.452472378737795,4.452472378737795,3.305077776535831,3.305077776535831,2.3090133026894737,2.3090133026894737,1.5267932292792619,1.5267932292792619,-1.9099999999999997,1812.3148877847607,11.166394194041253,4.0801632173808775,1.8082583330015614,87.22298350684868,0.0,5.41499046939678,0.0,11.814359458703011,0.0,6.031114512338072,20.222651576156306,4.794537184071822,0.0,13.157871367196995,12.152040213667762,12.841643245852019,0.0,0.0,14.383611552215466,17.845473971041084,0.0,10.633577208012662,5.41499046939678,12.841643245852019,0.0,25.309911580864757,0.0,0.0,10.633577208012662,4.794537184071822,0.0,0.0,17.845473971041084,9.589074368143644,5.41499046939678,12.841643245852019,25.309911580864757,0.0,0.0,0.0,75.27000000000001,23.26046444043786,14.383611552215466,0.0,12.841643245852019,0.0,0.0,12.152040213667762,0.0,0.0,23.791448575209657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.24999999999999,0.3,15,2,5,0,1,1,0,0,0,3,2,5,4,0,1,1,1,0.4910000000000001,53.74240000000001,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Cc1cccc2sc3nncn3c12,-2.07,189.243,182.18699999999998,189.036068224,64,0,0.21655205362581065,-0.27177435032129793,0.27177435032129793,0.21655205362581065,4.028518518518519,0.962314814814815,4.028518518518519,0.962314814814815,2.683285650583276,578.5955126788882,8.836498814253964,7.059290153722241,7.875786734649967,6.360173345306138,4.039483399064415,4.855979979992141,3.00723234756556,4.0163312700950495,2.1593605850427706,3.169625909062244,1.568847051660603,2.59290359665308,-1.4199999999999997,2163.7130108335105,7.028786550436946,2.292587631192974,0.8328854614150405,78.64428296155037,0.0,6.3273200747645415,0.0,4.960872922772032,0.0,0.0,4.400694606261793,0.0,0.0,10.197363616602075,23.469520014857956,18.55355575984923,0.0,10.216620634085363,0.0,26.514279434792133,0.0,14.59805822286387,0.0,6.923737199690624,0.0,30.089872771846366,0.0,0.0,0.0,0.0,0.0,11.336785877934737,14.59805822286387,0.0,6.923737199690624,5.563451491696996,24.52642128014937,0.0,15.177493556857396,0.0,30.19,0.0,0.0,0.0,0.0,0.0,4.960872922772032,15.78007212578236,17.66410595269928,4.400694606261793,35.32020202167753,0.0,0.0,1.6718518518518517,0.0,0.0,0.0,0.0,0.0,0.0,2.037037037037037,22.79111111111111,0.1111111111111111,13,0,3,0,0,0,1,2,3,4,0,4,0,0,0,0,3,2.25242,53.10700000000001,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
